name,hasAnnotation,hasSentence,Example.Construction,label,comment
Example_3579,,"['while widening the scope could place a great burden', 'The article indicates that narrowing the scope of review may result in unfairness']",['Verb(S) Direct Object(T)'],['The article indicates that narrowing...'],['narrowing the scope of review']
Example_3782,,['It takes boundless dreams and mounds of money to carry out such visionary enterprises'],['Verb(S) Direct Object(T)'],['It takes boundless dreams and mounds...'],['mounds of money']
Example_4959,['pulled myself'],"[""But I've pulled myself out of those ruts time and again by finding things to be thankful for.""]",['Verb(S) Direct Object(T)'],"[""But I've pulled myself out of those...""]",
Example_5310,['approaching a decision'],"['there’s still much to be determined about which direction the sport will go', 'With officials approaching a decision on the rules package for 2016']",['Verb(S) Direct Object(T)'],['With officials approaching a decision...'],
Example_1988,['gave us the right'],"['our law gave us the right to buy Iraq’s oil from them.', 'When Saddam’s gang took over Iraq in a violent coup']",['Verb(S) Direct Object(T)'],['When Saddam’s gang took over Iraq...'],
Example_1998,['capitalist leeches'],"['those supposedly blood-sucking capitalist leeches who are responsible for all the evil in the world…', 'Remember all that screaming a while back about the One Percenters']",['Adjective(T) Noun(S)'],['Remember all that screaming a while...'],
Example_1336,['corruption that infected'],['the UN set up an independent commission to investigate the mismanagement and corruption that infected the oil-for-food program'],['Subject(T) Verb(S)'],['the UN set up an independent commission...'],
Example_859,['caught up in his work'],"[""He is so caught up in his work he can't do anything else.""]",['Noun(S) preposition Noun(T)'],['He is so caught up in his work...'],
Example_4041,"[""Russia's bullying""]","['Russia’s bullying is not limited to Ukraine', 'and Vladimir Putin is not the only dictator who should be called out.']","[""Noun's(T) Noun(S)""]",['Russia’s bullying is not limited...'],
Example_1071,,"[""Hillary makes history and who do you call to chew it over? If you're TV bookers"", 'mostly men.']",,['Hillary makes history and who do...'],['chew it over']
Example_2199,['well-crafted sentence'],['Justice Suche pronounced a very well-crafted sentence taking into consideration every conceivable principle of sentencing'],['Adjective(S) Noun(T)'],['Justice Suche pronounced a very...'],
Example_2447,"[""strengthen victims' rights""]",['A drunk driver killed her children. Now she wants Ottawa to strengthen victims’ rights.'],['Verb(S) Direct Object(T)'],['A drunk driver killed her children....'],
Example_1107,['share thoughts'],['Vancouverites take to social media to share thoughts on Orlando massacre'],['Verb(S) Direct Object(T)'],['Vancouverites take to social media...'],
Example_5503,['ultra wealthy are parasites'],['The ultra wealthy are parasites and predators.'],['Noun(T) copula Noun(S)'],['The ultra wealthy are parasites...'],
Example_4091,['disgusting tricks'],['...state Republicans have resorted to disgusting tricks'],['Adjective(S) Noun(T)'],['...state Republicans have resorted...'],
Example_1151,,['Germany’s post office pulls ahead of automakers in electric car race'],,['Germany’s post office pulls ahead...'],
Example_5445,['illegality stalks'],['Specter of Illegality Stalks Multi-level Marketing'],['Subject(T) Verb(S)'],['Specter of Illegality Stalks Multi-level...'],
Example_2281,,"['social unrest spread like wildfire', 'In 1968', 'another pandemic presented itself', 'and a major presidential election took place in November.']",,"['In 1968, another pandemic presented...']",
Example_1288,,['A few countries do have strong words of encouragement for us; they see America doing its ‘duty’ as leader of the free world'],,['A few countries do have strong...'],
Example_3810,,"['though by many accounts he had gone straight and turned to Christianity later on in life.', ""Some have speculated that Musitano's death was payback for his previous mob dealings""]",,"[""Some have speculated that Musitano's...""]",['gone straight']
Example_2593,['Government Infected'],['Government Infected by Its Own “Scaremongering Propaganda”'],['Subject(T) Verb(S)'],['Government Infected by Its Own...'],
Example_383,['big feelings'],['Albums with big feelings and room for catharsis made the most powerful connections.'],['Adjective(S) Noun(T)'],['Albums with big feelings and room...'],
Example_4508,['poverty rears'],['...extreme poverty rears its head moments from towns with home prices in the millions...'],['Subject(T) Verb(S)'],['...extreme poverty rears its head...'],
Example_2362,['rising government control'],['Findings of this study suggested the past twenty years as a period of increased competition and rising government control when primary topics of concern included government funding and influence'],['Adjective(S) Noun(T)'],['Findings of this study suggested...'],
Example_29,['Hidden history'],['Hidden history: survivor stories from the Indian day school on Lennox Island.'],['Adjective(S) Noun(T)'],['Hidden history: survivor stories...'],
Example_3900,,"['which is now effectively split into three de facto states.', 'Sunni and Kurd communities – but the same “Balkanization” has already occurred in Libya', 'The world may be focused on the rifts in Iraq between its Shiite']",,['The world may be focused on the...'],
Example_834,,['Getting a flu shot is the best way to protect yourself and others from getting or giving the flu to those around you.'],,['Getting a flu shot is the best...'],['giving the flu']
Example_5435,['fell into a coma'],['He fell into a coma.'],['Verb(S) preposition Noun(T)'],['He fell into a coma.'],
Example_1207,['packed with events'],['Our agenda is packed with events.'],['Verb(S) preposition Noun(T)'],['Our agenda is packed with even...'],
Example_5549,,['To my family who chose Trump over me: Was it worth it?'],,['To my family who chose Trump over...'],
Example_2349,['lean on the government'],['Our work brings us in regular contact with immigrants and non-immigrants alike who lean on the government for support'],['Verb(S) preposition Noun(T)'],['Our work brings us in regular contact...'],
Example_4654,['mental struggle'],['Mental Struggle Due To Pandemic'],['Adjective(T) Noun(S)'],['Mental Struggle Due To Pandemi...'],
Example_524,['has a sunny disposition'],"['He has a sunny disposition despite the dark smudges circling his brown eyes', 'and he declares himself a true believer in the proactive approach to terrorism.']",['Verb(S) Direct Object(T)'],['He has a sunny disposition despite...'],
Example_636,['taxes are criminal'],['The property taxes are criminal.'],['Noun(T) copula Adjective(S)'],['The property taxes are crimina...'],
Example_2588,,['Former foster child pleads to B.C. ministry to be a better parent to kids aging out of care'],,['Former foster child pleads to B.C....'],
Example_4287,,"['"" Alonso said. ""It leaves a good taste in our mouths and it\'s an ascending line for the team.""', '""It\'s definitely a good moment of the championship for us']",,"['""It\'s definitely a good moment...']",
Example_3271,['organization grew'],['The Clinton Foundation admitted in a blog post on its website on Sunday that it had made “mistakes” as the organization grew but defended its work as transparent and above board.'],['Subject(T) Verb(S)'],['The Clinton Foundation admitted...'],
Example_3229,['climbing the ladder'],"[""Climbing\xa0the\xa0social ladder\xa0to British royalty isn't the same thing as\xa0climbing\xa0it to Hollywood royalty. The latter is a party.""]",['Verb(S) Direct Object(T)'],['Climbing\xa0the\xa0social ladder\xa0to British...'],
Example_2411,['encroaching on rights'],['Hard-liners on either side of the secular-religious divide often depict religion as either encroaching on rights or being silenced.'],['Verb(S) preposition Noun(T)'],['Hard-liners on either side of the...'],
Example_3402,['limited education'],"['as required for transfer of learning in video-based skills training.', 'We investigate how limited education correlates with cognitive skills for conceptual abstraction']",['Adjective(S) Noun(T)'],['We investigate how limited education...'],
Example_2170,,"['When it comes to blood money for the arts', 'how bloody is too bloody?']",,['When it comes to blood money for...'],
Example_5420,['rebuilding public trust'],"['rebuilding public trust in government is a necessity for his presidency.', 'For Biden']",['Verb(S) Direct Object(T)'],"['For Biden, rebuilding public trust...']",
Example_5285,,['This theory has a solid foundation.'],,['This theory has a solid founda...'],
Example_4361,['secret pleasure'],"['Once', ""she had swum into the cave clutching a favorite shell she 'd found."", 'with secret pleasure']",['Adjective(S) Noun(T)'],"['Once , with secret pleasure, she...']",
Example_4910,['darkness of depression'],"['too', 'falls victim to the darkness of depression.', ""But our lead's journey falls into disrepair ¾ of the way through the play when he""]",['Noun(S) of Noun(T)'],"[""But our lead's journey falls into...""]",
Example_578,['stoop to their level'],"['and I refuse to stoop to their level""', 'in fact', '""I\'m selling my farm this summer', 'because the assault-weaponed bullies are winning on my road']",['Verb(S) preposition Noun(T)'],"['""I\'m selling my farm this summer,...']",
